"Serial2","F05_01","F05_01.ENG","F05_02","F05_02.ENG","F05_03","F05_04","F12","F13","F15","F15.ENG","F16","F16.ENG","F17","F20","F21","F30","F30.ENG","F31_01","F31_01_ENG","F31_02","F31_02_ENG","F31_03","F31_03_ENG","F31_04","F31_04_ENG","F31_05","F31_05_ENG","F31_06","F31_06_ENG","F31_07","F31_07_ENG","F31_08","F31_08_ENG","F31_09","F32","F33","hFerienDauer","hGruppePersonen","F80","F80_a05","F81_01","F81_02","F81_03","F81_04","F81_05","F81_06","F81_Total","F82_01","F82_02","F82_03","F82_04","F82_05","F82_06","F82_07","F82_Total","F83","F85","F105","F105A","F105_Code","F105_Code_nr","F105_OrgCode","F125","F125_ENG","F125_a11","F125_a11.ENG","F130","F130_a07","F135_01","F12_F13_Mittelwert_2Cat_final","leaflet_districts","leaflet_region"
15757,"Europa","Europe","Schweiz","Switzerland","Aargau","","22.07.23","29.07.23","Sommer","Summer","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable",NA,"4","",8,"4","CHF","",600,50,200,0,0,0,850,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Yverdon-les-Bains","","Yverdon-les-Bains",695,"Yverdon-les-Bains Région","Campingplatz","Campsite","","","","",8,"Summer","Jura-Nord vaudois","Jura-Nord vaudois"
17358,"Europa","Europe","Frankreich","France","Auvergne-Rhône-Alpes","","10.08.23","13.08.23","Sommer","Summer","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"2","",4,"2","CHF","",600,200,700,0,0,0,1500,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Chavannes-de-Bogis","","Chavannes-de-Bogis",308,"Nyon Région Tourisme","Hotel / Kurhaus","Hotel / Spa House","","","****","",4,"Summer","Nyon","Nyon"
20516,"Europa","Europe","Frankreich","France","Auvergne-Rhône-Alpes","","12.09.23","15.09.23","Sommer","Summer","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"4","",4,"4","CHF","",600,400,300,0,0,0,1300,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Rolle","","Rolle",810,"Nyon Région Tourisme","Gemietete Wohnung / Haus","Rented apartment / house","","","","",4,"Summer","Nyon","Nyon"
10721,"Europa","Europe","Schweiz","Switzerland","Bern","","14.04.23","16.04.23","Frühling","Spring","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"2","",3,"2","CHF","",600,0,300,200,0,0,1100,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Lausanne","","Lausanne",253,"Lausanne Tourisme","Hotel / Kurhaus","Hotel / Spa House","","","****","",3,"Winter","Lausanne","Lausanne"
15480,"Europa","Europe","Schweiz","Switzerland","Bern","","08.07.23","13.08.23","Sommer","Summer","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"5","",37,"5","CHF","",600,150,1000,0,0,800,2550,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Yverdon-les-Bains","","Yverdon-les-Bains",695,"Yverdon-les-Bains Région","Campingplatz","Campsite","","","","",37,"Summer","Jura-Nord vaudois","Jura-Nord vaudois"
9841,"Europa","Europe","Frankreich","France","Bourgogne-Franche-Comté","","29.04.23","01.05.23","Frühling","Spring","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"4","",3,"4","€","",600,0,0,0,0,0,600,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Le Chenit","","Le Chenit",756,"Vallée de Joux","Gemietete Wohnung / Haus","Rented apartment / house","","","","",3,"Winter","Jura-Nord vaudois","Jura-Nord vaudois"
4638,"Europa","Europe","Portugal","Portugal","Braga","","09.02.23","14.02.23","Winter","Winter","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"3","",6,"3","€","",600,150,200,100,0,0,1050,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Leysin","","Leysin",7,"Aigle-Leysin-Les Mosses","Andere","Other","American School","American School","","",6,"Winter","Aigle","Aigle"
22128,"Europa","Europe","Deutschland","Germany","Bremen","","15.09.23","22.09.23","Sommer","Summer","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"1","",8,"1","CHF","",600,250,300,0,0,100,1250,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Morges","","Morges",295,"Morges Région","Bed & Breakfast","Bed & Breakfast","","","","",8,"Summer","Morges","Morges"
14990,"Europa","Europe","Frankreich","France","Bretagne","","29.07.23","06.08.23","Sommer","Summer","Rundreise durch Europa: nur ein Übernachtungsort in der Schweiz","Round trip through Europe: only one overnight stay in Switzerland",NA,NA,10,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"2","",9,"2","€","",600,0,100,0,100,0,800,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Chexbres","","Chexbres",286,"Montreux Riviera","Hotel / Kurhaus","Hotel / Spa House","","","Nicht bekannt","",9,"Summer","Lavaux-Oron","Lavaux-Oron"
17942,"Nord- und Mittelamerika","North and Central America","Vereinigte Staaten von Amerika","United States of America","California","","16.07.23","27.07.23","Sommer","Summer","Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz)","Round trip only within Switzerland (several overnight locations in Switzerland)",NA,4,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"3","",12,"3","CHF","",600,500,1200,100,0,200,2600,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Montreux","","Montreux",289,"Montreux Riviera","Gemietete Wohnung / Haus","Rented apartment / house","","","","",1,"Summer","Riviera-Pays-d'Enhaut","Riviera-Pays-d'Enhaut"
21407,"Europa","Europe","Spanien","Spain","Catalunya","","20.08.23","30.08.23","Sommer","Summer","Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz)","Round trip only within Switzerland (several overnight locations in Switzerland)",NA,3,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"4","",11,"4","CHF","",600,500,500,50,0,200,1850,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Lausanne","","Lausanne",253,"Lausanne Tourisme","Andere","Other","en casa de familiares","at relatives' homes","","",3,"Summer","Lausanne","Lausanne"
24569,"Europa","Europe","Spanien","Spain","Comunidad de Madrid","","12.01.24","15.01.24","Winter","Winter","Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz)","Round trip only within Switzerland (several overnight locations in Switzerland)",NA,1,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"6","",4,"6","€","",600,300,400,0,0,0,1300,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Lausanne","","Lausanne",253,"Lausanne Tourisme","Hotel / Kurhaus","Hotel / Spa House","","","****","",3,"Winter","Lausanne","Lausanne"
11715,"Asien","Asia","Hongkong (CN)","Hong Kong (CN)","Eastern Hong Kong Island","","20.05.23","28.05.23","Frühling","Spring","Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz)","Round trip only within Switzerland (several overnight locations in Switzerland)",NA,3,NA,"Nein","Non","Trifft zu","Applies","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"1","",9,"1","CHF","",600,200,300,120,0,0,1220,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Lausanne (??)","","Lausanne",253,"Lausanne Tourisme","Hotel / Kurhaus","Hotel / Spa House","","","****","",0,"Summer","Lausanne","Lausanne"
10370,"Europa","Europe","Vereinigtes Königreich","United Kingdom","England","London City of","29.04.23","02.05.23","Frühling","Spring","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"2","",4,"2","£","",600,0,400,0,100,50,1150,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Vevey","","Vevey",290,"Montreux Riviera","Gemietete Wohnung / Haus","Rented apartment / house","","","","",4,"Winter","Riviera-Pays-d'Enhaut","Riviera-Pays-d'Enhaut"
19873,"Europa","Europe","Vereinigtes Königreich","United Kingdom","England","London City of","29.08.23","03.09.23","Sommer","Summer","Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz)","Round trip only within Switzerland (several overnight locations in Switzerland)",NA,2,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"4","",6,"4","CHF","",600,600,1000,1000,250,250,3700,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Nyon","","Nyon",313,"Nyon Région Tourisme","Gemietete Wohnung / Haus","Rented apartment / house","","","","",3,"Summer","Nyon","Nyon"
22098,"Europa","Europe","Vereinigtes Königreich","United Kingdom","England","Luton","06.09.23","28.09.23","Herbst","Autumn","Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz)","Round trip only within Switzerland (several overnight locations in Switzerland)",NA,6,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"2","",23,"2","£","",600,200,400,100,0,0,1300,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Morges","","Morges",295,"Morges Région","Hotel / Kurhaus","Hotel / Spa House","","","***","",1,"Summer","Morges","Morges"
24692,"Europa","Europe","Vereinigtes Königreich","United Kingdom","England","Dorset","05.01.24","08.01.24","Winter","Winter","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"2","",4,"2","CHF","",600,600,600,150,0,0,1950,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Montreux","","Montreux",289,"Montreux Riviera","Hotel / Kurhaus","Hotel / Spa House","","","***","",4,"Winter","Riviera-Pays-d'Enhaut","Riviera-Pays-d'Enhaut"
3599,"Europa","Europe","Frankreich","France","Grand Est","","18.02.23","20.02.23","Winter","Winter","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"3","",3,"3","€","",600,0,50,0,0,600,1250,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Leysin","","Leysin",7,"Aigle-Leysin-Les Mosses","Gemietete Wohnung / Haus","Rented apartment / house","","","","",3,"Winter","Aigle","Aigle"
12106,"Europa","Europe","Frankreich","France","Grand Est","","09.06.23","11.06.23","Frühling","Spring","Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz)","Round trip only within Switzerland (several overnight locations in Switzerland)",NA,2,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"15","",3,"15","€","",600,0,500,0,0,0,1100,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Vevey","","Vevey",290,"Montreux Riviera","Hotel / Kurhaus","Hotel / Spa House","","","Nicht bekannt","",0,"Summer","Riviera-Pays-d'Enhaut","Riviera-Pays-d'Enhaut"
17660,"Europa","Europe","Frankreich","France","Grand Est","","18.07.23","28.07.23","Sommer","Summer","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"3","",11,"3","€","",600,200,400,100,200,0,1500,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Yverdon-les-Bains","","Yverdon-les-Bains",695,"Yverdon-les-Bains Région","Campingplatz","Campsite","","","","",11,"Summer","Jura-Nord vaudois","Jura-Nord vaudois"
19156,"Europa","Europe","Frankreich","France","Hauts-de-France","","21.08.23","25.08.23","Sommer","Summer","Rundreise durch Europa: mehrere Übernachtungsorte in der Schweiz","Round trip through Europe: several places to stay in Switzerland",NA,3,16,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"5","",5,"5","CHF","",600,200,200,0,0,100,1100,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Lausanne","","Lausanne",253,"Lausanne Tourisme","Hotel / Kurhaus","Hotel / Spa House","","","***","",1,"Summer","Lausanne","Lausanne"
9555,"Asien","Asia","China","China","Hebei","","18.04.23","24.04.23","Frühling","Spring","Rundreise durch Europa: mehrere Übernachtungsorte in der Schweiz","Round trip through Europe: several places to stay in Switzerland",NA,2,5,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"2","",7,"2","CHF","",600,150,200,300,0,0,1250,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Montreux (???)","","Montreux",289,"Montreux Riviera","Hotel / Kurhaus","Hotel / Spa House","","","***","",3,"Winter","Riviera-Pays-d'Enhaut","Riviera-Pays-d'Enhaut"
7969,"Europa","Europe","Frankreich","France","Île-de-France","","17.03.23","20.03.23","Winter","Winter","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"2","",4,"2","CHF","",600,0,400,0,0,200,1200,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Lausanne","","Lausanne",253,"Lausanne Tourisme","Hotel / Kurhaus","Hotel / Spa House","","","****","",4,"Winter","Lausanne","Lausanne"
24516,"Europa","Europe","Frankreich","France","Île-de-France","","10.01.24","13.01.24","Winter","Winter","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"3","",4,"3","€","",600,10,400,100,0,0,1110,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Lausanne","","Lausanne",253,"Lausanne Tourisme","Gemietete Wohnung / Haus","Rented apartment / house","","","","",4,"Winter","Lausanne","Lausanne"
1116,"Asien","Asia","Malaysia","Malaysia","Kuala Lumpur","","21.01.23","03.02.23","Winter","Winter","Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz)","Round trip only within Switzerland (several overnight locations in Switzerland)",NA,4,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"7","",14,"7","CHF","",600,200,500,4000,0,0,5300,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Bex","","Bex",670,"Villars-Diablerets-Gryon-Bex","Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.)","Free apartment/house (own or from friends / relatives etc.)","","","","",0,"Winter","Aigle","Aigle"
24264,"Europa","Europe","Niederlande","Netherlands","Limburg","","24.12.23","29.12.23","Winter","Winter","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"3","",6,"3","€","",600,0,200,200,300,200,1500,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Lausanne","","Lausanne",253,"Lausanne Tourisme","Gemietete Wohnung / Haus","Rented apartment / house","","","","",6,"Winter","Lausanne","Lausanne"
14082,"Europa","Europe","Schweiz","Switzerland","Luzern","","28.05.23","30.05.23","Frühling","Spring","Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz)","Round trip only within Switzerland (several overnight locations in Switzerland)",NA,2,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"4","",3,"4","CHF","",600,250,350,0,0,0,1200,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Château-d'Oex","","Château-d'Oex",411,"Pays d'Enhaut Tourisme","Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.)","Free apartment/house (own or from friends / relatives etc.)","","","","",7,"Summer","Riviera-Pays-d'Enhaut","Riviera-Pays-d'Enhaut"
9104,"Nord- und Mittelamerika","North and Central America","Vereinigte Staaten von Amerika","United States of America","Minnesota","","09.04.23","22.04.23","Frühling","Spring","Rundreise durch Europa: mehrere Übernachtungsorte in der Schweiz","Round trip through Europe: several places to stay in Switzerland",NA,4,12,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"2","",14,"2","$","",600,500,400,0,0,300,1800,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Montreux","","Montreux",289,"Montreux Riviera","Bed & Breakfast","Bed & Breakfast","","","","",1,"Winter","Riviera-Pays-d'Enhaut","Riviera-Pays-d'Enhaut"
21786,"Australien und Ozeanien","Australia and Oceania","Australien","Australia","New South Wales","","09.09.23","12.09.23","Herbst","Autumn","Rundreise durch Europa: nur ein Übernachtungsort in der Schweiz","Round trip through Europe: only one overnight stay in Switzerland",NA,NA,40,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"3","",4,"3","CHF","",600,100,600,0,0,0,1300,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Lausanne","","Lausanne",253,"Lausanne Tourisme","Hotel / Kurhaus","Hotel / Spa House","","","****","",3,"Summer","Lausanne","Lausanne"
2416,"Europa","Europe","Niederlande","Netherlands","Noord Holland","","08.02.23","12.02.23","Winter","Winter","Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz)","Round trip only within Switzerland (several overnight locations in Switzerland)",NA,2,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"2","",5,"2","CHF","",600,200,350,60,100,0,1310,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Lausanne","","Lausanne",253,"Lausanne Tourisme","Hotel / Kurhaus","Hotel / Spa House","","","****","",1,"Winter","Lausanne","Lausanne"
21524,"Europa","Europe","Frankreich","France","Occitanie","","22.09.23","24.09.23","Sommer","Summer","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"4","",3,"4","€","",600,0,300,0,0,0,900,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Chavannes-de-Bogis","","Chavannes-de-Bogis",308,"Nyon Région Tourisme","Hotel / Kurhaus","Hotel / Spa House","","","***","",3,"Summer","Nyon","Nyon"
10679,"Nord- und Mittelamerika","North and Central America","Vereinigte Staaten von Amerika","United States of America","Oregon","","11.05.23","13.05.23","Frühling","Spring","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"3","",3,"3","€","",600,300,200,50,0,0,1150,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Morges","","Morges",295,"Morges Région","Hotel / Kurhaus","Hotel / Spa House","","","****","",3,"Summer","Morges","Morges"
13261,"Südamerika","South America","Brasilien","Brazil","Paraiba","","04.07.23","07.07.23","Sommer","Summer","Rundreise durch Europa: mehrere Übernachtungsorte in der Schweiz","Round trip through Europe: several places to stay in Switzerland",NA,2,14,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"2","",4,"2","€","",600,0,600,0,100,200,1500,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Lausanne","","Lausanne",253,"Lausanne Tourisme","Hotel / Kurhaus","Hotel / Spa House","","","****","",2,"Summer","Lausanne","Lausanne"
7610,"Europa","Europe","Portugal","Portugal","Porto","","25.01.23","30.01.23","Winter","Winter","Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz)","Round trip only within Switzerland (several overnight locations in Switzerland)",NA,2,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"2","",6,"2","€","",600,60,100,0,0,0,760,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Leysin","","Leysin",7,"Aigle-Leysin-Les Mosses","Gruppenunterkunft","Group accommodation","","","","",1,"Winter","Aigle","Aigle"
24285,"Europa","Europe","Italien","Italy","Regione Emilia-Romagna","","27.12.23","30.12.23","Winter","Winter","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"3","",4,"3","€","",600,250,200,0,0,0,1050,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Losanna","","Lausanne",253,"Lausanne Tourisme","Hotel / Kurhaus","Hotel / Spa House","","","Andere Klassifikation, nämlich:","3 STELLE SUPERIOR",4,"Winter","Lausanne","Lausanne"
